N ,P,K,SHumidity,STempearture,AHumidity,ATempearture,PH,Rainfall,Label
130.898224,29.64963,108.59996,79.153931,27.948103,75.628487,25.193251,6.031306,70.766708,pomegranate
129.189697,29.239269,96.216728,77.006821,32.203327,75.871132,27.207064,6.705466,77.074532,pomegranate
126.467384,32.787338,100.12114,76.494476,26.30715,79.490425,28.275932,6.602448,78.792412,pomegranate
104.441933,38.140991,117.313385,83.727448,33.562065,77.740723,25.19128,5.715076,64.972527,pomegranate
87.713585,35.952492,140.272461,79.435532,27.824903,76.898438,27.572519,6.504046,57.194191,pomegranate
97.652817,32.813004,65.743912,78.480927,34.993988,77.823761,27.059217,6.318817,54.882957,pomegranate
89.378853,23.825594,55.88541,78.041542,32.118763,75.993294,23.641588,6.045511,53.284256,pomegranate
85.910439,18.87225,128.724915,84.601334,29.142246,76.520195,25.599953,6.543585,71.778656,pomegranate
141.15242,35.204994,116.064194,76.699463,31.693403,75.861588,28.567326,6.397689,58.7976,pomegranate
130.186493,25.686924,87.172043,78.105698,27.421488,76.284637,24.265141,6.224793,63.063175,pomegranate
91.197586,17.684622,138.10704,84.190857,27.474371,79.010201,24.679743,6.055973,76.379242,pomegranate
142.783966,24.803436,98.048904,81.975235,34.864338,76.959572,26.994801,6.226934,59.452057,pomegranate
147.148239,16.853045,147.885376,80.11132,27.243998,78.978874,27.577616,6.315916,75.921913,pomegranate
132.885223,23.606646,105.657959,77.501518,30.363245,77.68425,26.957882,5.670133,77.578812,pomegranate
148.852203,26.494598,77.469849,82.035515,27.276039,78.36615,24.258516,5.51511,56.687576,pomegranate
148.677124,15.890244,61.831017,78.521866,30.997278,76.356323,26.706455,6.457304,61.493843,pomegranate
139.866608,17.330309,120.804703,78.214165,31.429768,77.773399,25.257446,6.829617,72.273254,pomegranate
137.198593,18.270327,119.674973,81.858452,27.796818,77.825203,24.461788,6.319554,75.195435,pomegranate
132.292374,20.931759,149.413879,80.477272,32.231838,78.467987,24.452745,5.741314,75.6604,pomegranate
124.778427,21.809431,127.993553,78.968803,27.438128,75.798019,27.065401,5.717117,64.576767,pomegranate
114.324341,31.147003,81.006264,84.028595,34.227005,75.842781,27.833208,6.565188,50.114853,pomegranate
140.719498,31.070063,56.413803,78.690186,28.566786,79.247246,28.945585,6.581212,50.30479,pomegranate
122.412811,39.709839,50.950066,80.848206,30.433842,75.535126,27.219294,6.003471,52.314781,pomegranate
116.871758,23.151237,65.229057,78.343925,34.759666,76.017151,27.525019,6.698382,79.916428,pomegranate
112.493805,39.439598,71.90033,82.212883,28.776039,76.676285,25.757717,5.890717,63.04285,pomegranate
103.141678,26.574059,99.12291,80.532303,30.752996,79.787987,24.267239,5.918579,74.4478,pomegranate
115.552612,25.872734,70.446655,79.863541,27.816589,79.600349,24.285728,5.63466,72.873344,pomegranate
146.202515,15.616569,86.632477,75.404121,33.10918,76.213997,23.622013,6.941682,54.696793,pomegranate
132.64798,29.184895,83.087273,77.647751,30.775194,77.162186,25.623905,6.55512,52.411865,pomegranate
135.526031,30.413797,131.098969,84.347488,33.026337,75.631142,23.882387,6.505392,68.042091,pomegranate
115.815536,29.589703,100.726807,75.074471,26.895279,77.463081,28.662746,6.60834,76.816811,pomegranate
113.546204,18.834522,141.687225,81.801682,33.723297,77.79068,27.817158,5.586426,73.178566,pomegranate
114.715744,19.653065,77.315697,76.354317,30.229668,76.502274,28.089451,6.210858,65.116623,pomegranate
92.282921,22.377037,50.847946,76.568939,28.202431,76.953506,27.938677,6.210788,75.609222,pomegranate
137.988144,16.975513,109.000618,80.529121,32.285362,75.531395,24.008438,5.801502,58.151093,pomegranate
122.429321,15.60556,67.588158,80.789848,33.054573,78.400711,26.66197,5.714905,72.310814,pomegranate
109.93573,15.190041,66.591858,80.049866,28.196421,79.777275,25.997894,5.529605,50.492176,pomegranate
147.366989,25.801109,114.886024,83.570663,29.404125,76.524689,24.650024,6.347013,61.435352,pomegranate
128.339767,19.47781,146.313065,80.391182,27.196817,79.920914,23.261923,6.75849,64.08947,pomegranate
101.088158,35.395035,132.656052,81.749329,34.889824,75.638863,25.565222,6.427295,59.28978,pomegranate
127.553482,36.488029,52.058067,76.676369,31.825613,77.809326,25.915167,5.571806,74.498528,pomegranate
139.537354,22.162432,134.420105,79.582039,29.671188,78.931114,24.941668,5.814462,60.468708,pomegranate
93.872131,20.198471,80.704956,78.724564,34.754162,77.598427,23.560022,5.654229,68.741837,pomegranate
124.701729,38.341076,149.943451,81.787682,34.069611,76.788193,24.492783,6.387722,70.420441,pomegranate
122.422577,30.769077,90.078064,82.083557,25.034433,76.615372,28.899549,5.984594,58.047523,pomegranate
92.724342,31.693071,108.174805,75.760078,27.030201,75.964584,24.818539,5.669339,75.429413,pomegranate
123.37886,39.231323,61.774464,75.309555,30.066891,78.144516,28.199238,5.845026,51.914284,pomegranate
112.289169,33.099388,60.882767,75.297722,31.464199,79.388763,25.156998,5.814211,50.320778,pomegranate
149.922943,34.963398,77.849777,82.61853,29.827019,78.789787,26.280327,6.488893,70.624847,pomegranate
105.671234,20.16308,61.188347,80.786827,27.298727,76.612503,23.651981,6.08634,77.574684,pomegranate
87.067604,39.908821,138.876312,79.266533,33.902328,75.186783,23.222399,6.031328,64.897545,pomegranate
114.247276,26.110401,108.856049,81.647133,29.054024,79.632568,25.113535,6.054081,70.7397,pomegranate
96.390724,36.233143,67.60215,84.477013,30.865513,75.859741,23.597569,5.667551,77.879471,pomegranate
129.480423,39.618652,139.826385,75.114731,29.33617,75.721909,27.441692,6.5348,67.212326,pomegranate
81.119034,34.261642,124.085106,84.991058,28.813694,75.649719,23.638554,5.752463,70.656128,pomegranate
128.884521,35.672737,89.50248,81.689896,34.641552,77.536026,26.355286,6.058269,60.922325,pomegranate
82.622093,26.192715,88.949295,80.647034,25.089165,75.509895,28.708931,6.953379,61.660126,pomegranate
116.671646,20.134377,144.531769,79.854599,31.630283,75.250061,24.924282,5.887123,63.529472,pomegranate
125.087051,36.289307,126.134956,82.094009,32.750732,78.750023,26.977297,5.99995,65.619118,pomegranate
135.270065,15.377607,122.036568,83.294785,30.864361,77.672081,25.332836,6.508499,64.071991,pomegranate
102.197678,35.548172,125.63073,79.202087,29.656622,75.881203,25.806669,6.892515,51.571564,pomegranate
90.90258,25.879007,76.861771,82.16848,34.646011,76.213104,26.640043,5.608291,62.435925,pomegranate
98.816269,19.21213,113.723801,80.096466,29.587658,75.462761,24.149992,6.594925,57.250557,pomegranate
136.913422,15.201239,52.946426,80.556404,34.886292,77.383476,24.89612,6.103374,66.688187,pomegranate
103.185501,33.256046,77.709709,83.737427,27.848442,78.166618,25.57872,6.319079,58.045143,pomegranate
86.804413,21.187645,72.724419,75.625595,26.87302,75.994156,25.15843,6.896428,65.401649,pomegranate
109.342743,15.806798,70.534576,76.346252,32.940861,75.784187,28.55809,6.318278,58.998997,pomegranate
133.121231,33.446087,94.301567,78.787292,31.044863,77.943886,28.576614,6.348684,58.537323,pomegranate
84.17141,31.988752,137.610443,84.196259,31.277145,77.518845,26.808455,6.243441,76.837006,pomegranate
87.682503,20.284609,66.847641,81.737434,25.137678,75.705101,28.820013,6.076767,73.08847,pomegranate
84.209389,28.841122,76.957619,75.536621,30.934687,78.582748,25.141834,5.775979,67.827103,pomegranate
131.724884,28.476784,139.668518,75.872627,28.102758,75.328171,23.723621,6.315247,71.335533,pomegranate
147.219849,27.447041,51.267754,76.319473,29.808865,79.636215,24.761681,6.39123,53.557178,pomegranate
98.08152,34.039593,107.662575,79.261185,30.688848,76.181175,25.701857,5.930208,56.568932,pomegranate
106.42662,26.81786,139.611969,82.660309,27.172369,77.116371,25.216404,5.702969,61.755974,pomegranate
119.642426,18.216118,91.345825,83.40303,29.8433,76.251587,24.66123,6.875824,61.604702,pomegranate
110.805862,25.732666,65.837387,80.021263,32.719051,77.14576,27.520397,6.099546,51.998344,pomegranate
149.805481,26.049179,51.386421,82.969864,32.239258,75.260887,24.41564,6.047995,63.670258,pomegranate
81.931595,36.315506,102.228592,83.70076,26.307499,75.64035,26.818226,5.690035,61.92548,pomegranate
110.72879,20.696064,93.687164,77.639801,27.54607,75.935547,24.800724,5.588439,72.623184,pomegranate
105.476707,31.212261,62.574768,78.756683,34.537987,76.873383,25.067623,6.634335,61.244942,pomegranate
88.999199,36.224319,91.104904,77.967285,25.209827,75.827133,27.040625,6.221363,76.823021,pomegranate
144.976074,31.806465,52.543209,84.286926,31.600094,75.568115,26.914259,6.14252,63.362888,pomegranate
121.867432,27.445404,80.17691,78.233696,30.4035,77.733131,25.66519,6.801886,59.124416,pomegranate
138.479614,35.842979,80.931297,78.082016,29.545996,76.549049,25.482317,5.756163,64.035347,pomegranate
146.095108,26.068106,126.628311,84.277985,25.413788,76.217834,27.552811,6.394984,54.019016,pomegranate
100.751961,23.118141,119.67939,84.923592,30.045052,75.269157,23.020475,5.860154,70.046738,pomegranate
141.101715,22.03569,119.880592,83.729057,29.635162,77.058945,25.191248,5.709541,75.695465,pomegranate
112.766747,31.20248,121.160072,79.132576,32.044071,76.467896,23.477095,6.782107,67.548492,pomegranate
145.839005,19.407448,95.814346,82.017601,27.795784,79.01918,26.997772,6.360105,55.665855,pomegranate
126.371773,22.413298,91.917168,82.023842,25.499521,79.731026,27.524082,6.71804,59.767456,pomegranate
134.964417,26.750654,96.790802,83.334671,26.700691,77.349098,26.283764,6.674622,69.120056,pomegranate
86.741585,30.286457,122.676117,79.186081,27.441797,75.232292,24.637815,6.468395,68.101784,pomegranate
145.188049,26.625427,55.640968,77.120308,30.087177,75.193787,28.674076,6.312965,67.018013,pomegranate
121.877838,26.951893,99.737221,78.891068,26.586981,79.732574,28.179882,5.777995,55.808239,pomegranate
109.927086,23.542501,50.385826,77.923508,30.290239,78.398903,27.216534,5.787474,76.146927,pomegranate
81.992462,32.813072,78.365387,77.745903,31.960199,76.187943,24.832504,6.209393,52.419666,pomegranate
81.220581,27.758692,120.271805,80.23732,34.527843,75.516769,27.737972,6.596273,64.807236,pomegranate
93.048317,16.988588,94.687393,81.710793,26.335102,76.342789,26.793148,6.636158,54.68425,pomegranate
86.163864,24.801823,65.97583,76.942162,28.237345,78.706795,28.640961,6.952834,79.256668,pomegranate
88.903091,33.043297,137.119446,76.974754,34.66552,76.22187,27.557985,5.673041,57.895706,pomegranate
137.712524,60.307346,102.996506,62.635765,22.87253,76.262962,29.847355,6.931928,77.199493,papaya
149.041412,26.190088,121.671288,79.655533,24.867111,66.176605,26.543488,6.644199,101.254936,papaya
143.745697,31.289501,138.615417,71.173866,27.353828,73.551552,26.048874,6.744452,162.038361,papaya
193.507721,53.363037,114.444206,61.531971,27.330404,66.678505,27.076283,6.600088,142.747375,papaya
171.675644,69.923576,124.184464,71.296852,28.443542,63.665752,29.425673,6.986268,213.421661,papaya
180.641418,67.172653,126.182907,82.26796,29.340712,63.065388,27.043617,6.90765,173.366776,papaya
131.229767,58.824738,111.313324,76.283394,21.518599,67.237022,26.888193,6.924769,204.056442,papaya
180.105774,49.063194,123.788429,69.53183,26.532047,77.787682,25.21558,6.549742,227.636337,papaya
110.985863,85.433655,134.738983,64.006371,27.699566,81.410095,28.879143,6.819113,110.775833,papaya
148.82579,57.187904,118.049278,71.41433,21.424072,70.575089,27.763309,6.505568,227.033295,papaya
165.494827,49.075432,124.38678,71.696762,30.522038,80.110138,27.394571,6.627167,169.99054,papaya
120.708412,59.70974,115.068344,63.678913,24.145361,67.965927,28.649708,6.714326,120.629745,papaya
165.763641,98.621132,128.968369,70.449295,29.082718,84.185059,27.741989,6.595132,193.445572,papaya
145.924255,88.40332,123.736313,72.847786,23.24855,80.804558,26.625338,6.913871,226.957443,papaya
183.552063,39.802601,130.840973,76.559868,23.199257,81.874924,28.00411,6.68082,38.996925,papaya
137.972351,77.167725,118.891586,72.055542,21.721848,74.349236,25.395197,6.706751,97.836945,papaya
147.167908,67.453598,114.280159,66.728294,28.152615,75.823914,29.142866,6.798546,111.310699,papaya
116.711441,74.918396,133.646729,62.624084,28.615002,81.558968,26.827742,6.767097,163.240799,papaya
177.321152,29.581038,104.948944,63.557796,29.504721,82.799713,27.950033,6.600452,233.534668,papaya
110.418182,89.78421,135.116104,61.427845,23.230694,65.772453,25.717867,6.919945,100.917168,papaya
105.296593,46.799919,143.315155,76.538956,26.843502,77.603012,29.510443,6.503047,118.999344,papaya
173.062119,93.013832,111.019981,76.854301,23.169638,80.79644,29.233406,6.839773,108.635178,papaya
136.257217,49.011509,101.503975,72.50235,21.250013,62.751537,29.773752,6.920315,238.332962,papaya
157.536591,54.544968,119.229324,60.023018,23.757204,72.555771,28.535425,6.737869,101.426613,papaya
146.81926,90.767876,123.548744,61.250824,24.815445,74.95665,28.005913,6.88621,131.631851,papaya
166.788757,87.050552,119.76696,75.504387,31.412476,70.241898,25.979572,6.800813,92.102631,papaya
105.758583,35.15913,141.667099,81.475868,31.301174,77.886124,29.785398,6.523537,233.656693,papaya
102.197372,51.432281,103.231926,62.071175,21.653172,71.014496,27.025398,6.795193,121.502357,papaya
136.903381,96.610176,122.610855,63.975494,29.125448,82.843277,26.729279,6.518387,84.091751,papaya
152.030945,52.762257,117.769638,78.736633,22.844643,78.782608,27.187757,6.523133,160.451401,papaya
135.330536,50.061996,124.380943,64.745224,29.26162,79.219818,25.717949,6.763467,176.397675,papaya
174.615906,56.917522,125.607361,66.611259,30.997978,74.106239,26.576633,6.950315,126.291252,papaya
101.072357,53.952347,139.440918,73.392166,26.711754,84.959213,28.731247,6.667332,226.706345,papaya
179.076233,56.351498,112.996361,75.91909,24.615448,67.771362,26.766823,6.507919,88.43602,papaya
168.123642,85.280563,140.051575,68.143234,26.328381,80.784744,28.652916,6.550403,234.038605,papaya
172.748001,98.875923,113.625389,84.689018,23.155294,63.624966,28.156918,6.6536,190.128006,papaya
159.717651,98.524155,139.179276,73.187042,21.95616,70.836754,28.81044,6.915569,226.802795,papaya
199.353409,44.105301,101.364899,84.42662,26.846979,63.02177,25.541109,6.975172,188.095032,papaya
152.85376,47.939117,137.413818,69.220848,28.687342,81.412643,28.372498,6.703342,167.764343,papaya
170.703522,83.957809,123.918251,77.19342,28.655727,67.246849,27.689583,6.734682,87.578629,papaya
148.179199,76.293205,119.414177,70.840958,27.271051,73.596855,28.304417,6.98074,165.128342,papaya
118.348579,72.014542,111.800591,80.91761,27.209379,76.522781,25.767069,6.830509,87.75489,papaya
191.411926,43.667549,138.986603,80.87233,31.801086,75.212784,26.339289,6.949008,173.208374,papaya
113.942841,74.914337,148.382538,81.290253,24.353769,72.781914,26.046406,6.575872,108.573906,papaya
164.272842,60.417866,135.536911,68.765388,29.45793,72.327339,27.392406,6.74438,64.712326,papaya
174.963989,58.470154,119.82756,72.432198,23.000345,72.087708,29.343401,6.629828,177.205292,papaya
151.915192,52.082054,117.274132,68.345795,25.075617,62.131149,26.441605,6.782623,171.410858,papaya
111.440742,27.87146,149.817062,75.493683,25.610546,63.151257,26.535275,6.542926,141.02301,papaya
191.675446,33.388542,103.474289,75.056282,30.615345,68.646667,26.171143,6.896925,90.446098,papaya
129.236328,56.663094,122.223068,71.903595,22.580338,84.930862,29.391638,6.883075,154.945526,papaya
121.858917,92.65567,134.933167,76.921524,27.84124,68.923714,27.253139,6.962871,206.940201,papaya
196.972031,55.188461,146.789429,66.595245,25.458849,61.249683,25.681585,6.899972,174.445435,papaya
102.298454,49.676918,133.243057,63.757893,24.749975,80.727303,28.625046,6.722847,228.580688,papaya
158.116135,41.667175,136.437134,64.423882,28.091253,71.675247,27.026892,6.883185,195.273148,papaya
154.508621,84.733429,116.018761,66.618263,28.216051,73.805458,29.21701,6.637841,240.87204,papaya
149.117706,40.444794,106.791801,65.008713,28.56542,70.683952,26.630959,6.609058,110.212532,papaya
124.904892,28.71773,106.204102,79.928268,27.503729,81.917145,28.006466,6.683999,37.375782,papaya
160.267212,94.892563,107.68586,63.094131,27.517227,66.691582,29.002409,6.661378,224.528732,papaya
151.315094,66.877075,110.023727,67.079887,29.21859,81.698456,28.656357,6.904251,196.71489,papaya
161.808289,25.327904,128.814957,83.903763,24.629177,79.760422,29.735744,6.702386,86.467545,papaya
112.298149,47.654816,125.455498,81.830765,29.36187,60.474194,26.190168,6.684511,134.980133,papaya
186.64563,91.939079,134.404663,71.825111,26.480211,75.918266,29.374306,6.667717,123.112564,papaya
136.424194,57.245426,104.422318,65.51503,23.627153,68.866653,26.312376,6.6527,177.758789,papaya
113.370506,76.607162,114.896416,70.222931,24.073624,60.433407,29.921413,6.851843,111.686462,papaya
165.721863,48.290573,147.401031,62.744198,30.095659,83.689636,26.141127,6.675637,176.548599,papaya
104.547836,42.525986,144.473877,73.658257,28.955536,64.651398,29.965292,6.703104,161.797394,papaya
186.1185,75.483086,128.521805,69.911949,26.228918,64.058372,28.078331,6.505443,51.814472,papaya
125.439507,46.814728,136.580292,75.931244,31.051819,69.526382,29.951567,6.591206,153.351379,papaya
103.901245,61.631283,145.838776,73.084885,23.802515,67.673172,25.506401,6.678276,99.892433,papaya
138.97226,98.422203,115.935616,79.132797,22.91626,60.47102,26.45083,6.708785,184.578812,papaya
196.143036,30.772539,110.49855,68.124657,27.707544,76.773239,27.641148,6.825888,205.930008,papaya
152.080444,37.924488,115.25296,83.925842,30.073566,81.27002,28.810818,6.659016,230.020782,papaya
